Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
370,20,RL,,9833,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,4,-3,1958,2005,Gable,CompShg,VinylSd,HdBoard,BrkFace,-1.0,Ex,TA,PConc,TA,TA,No,Rec,77,Unf,253,739,1063,GasA,Ex,N,SBrkr,1280,-7,-9,1279,-5,-3,-9,-10,2,-8,Gd,-2,Typ,10,TA,Attchd,1996.0,Unf,-2,576,,TA,Y,360,9,3,-6,186,3,,GdWo,,-6,5,2011,WD,Normal,161990
371,60,RL,,8126,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,-1,-1,2001,1999,Gable,CompShg,Wd Sdng,Plywood,BrkFace,4.0,TA,TA,BrkTil,TA,TA,No,Unf,-5,Unf,8,961,960,GasA,Gd,Y,FuseA,954,704,-9,1664,6,9,1,7,4,10,TA,12,Typ,4,,Attchd,1999.0,RFn,-5,469,TA,TA,Y,108,43,-3,-6,2,5,,MnPrv,,-9,2,2005,WD,Normal,172407
372,50,RL,78.0,17119,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,Twnhs,1Story,3,2,1958,1960,Gable,CompShg,Stucco,VinylSd,Stone,-1.0,Gd,Gd,CBlock,TA,TA,Mn,BLQ,0,Unf,7,3,7,GasA,Gd,Y,SBrkr,1117,459,1,1580,-2,3,-3,9,4,6,TA,12,Typ,0,,2Types,1992.0,Fin,-8,677,Po,TA,Y,-2,57,-5,-10,7,6,,,,0,0,2007,WD,Partial,134424
373,120,RL,41.0,7182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,13,-3,1983,1983,Hip,CompShg,VinylSd,MetalSd,None,6.0,TA,TA,CBlock,Ex,TA,No,Rec,632,Unf,115,0,737,GasA,Ex,Y,SBrkr,747,-10,1,754,-8,0,-3,8,11,1,TA,1,Typ,-10,TA,BuiltIn,1985.0,Unf,3,265,TA,TA,Y,351,4,-7,4,82,-3,,,,0,-4,2011,WD,Normal,125008
374,20,RL,82.0,10624,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,-5,3,1954,1952,Hip,CompShg,MetalSd,VinylSd,BrkFace,1.0,TA,TA,PConc,TA,TA,No,GLQ,429,Unf,184,-1,603,GasA,Ex,N,SBrkr,1328,9,-8,1312,-5,-2,7,-6,-3,5,Gd,13,Typ,-8,,Detchd,1954.0,RFn,9,269,TA,TA,Y,62,-9,6,1,-8,-10,,,,-10,16,2008,WD,Partial,122996
375,60,RL,69.0,8209,Pave,,IR1,HLS,AllPub,Corner,Gtl,NWAmes,Artery,Norm,1Fam,2Story,16,3,2004,2003,Gable,CompShg,CemntBd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,5,Unf,4,848,838,GasA,TA,Y,SBrkr,837,1075,-9,1920,-1,-10,1,10,1,3,TA,11,Typ,-2,Fa,Detchd,2002.0,Unf,9,440,TA,TA,Y,93,45,8,-5,-4,-5,,GdPrv,,5,5,2006,WD,Normal,219491
376,30,RL,,10022,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,9,1921,1949,Hip,CompShg,VinylSd,MetalSd,BrkFace,-2.0,Gd,TA,CBlock,Gd,TA,No,BLQ,346,Unf,7,329,686,GasA,Ex,Y,SBrkr,898,-6,2,902,1,9,7,9,3,3,TA,6,Typ,-6,Gd,Attchd,,Unf,-7,6,TA,TA,Y,-5,-10,8,0,-7,3,,,,-4,3,2008,WD,Normal,60991
377,85,RL,61.0,8838,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,-4,1997,1995,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,-5.0,Gd,TA,PConc,TA,TA,No,GLQ,293,GLQ,0,568,876,GasA,TA,Y,SBrkr,919,-7,-1,922,7,-9,-2,-1,-7,4,TA,6,Typ,-6,Gd,Attchd,1997.0,Unf,2,573,TA,TA,Y,4,-5,-4,8,-2,-9,,,,-9,0,2005,WD,Normal,148000
378,60,FV,111.0,11135,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,17,-3,2005,2004,Hip,CompShg,MetalSd,VinylSd,BrkFace,-9.0,TA,TA,PConc,Gd,TA,Gd,Unf,6,Unf,9,1580,1571,GasA,Ex,Y,SBrkr,1583,889,8,2472,4,-6,-3,6,3,3,Ex,17,Typ,-1,,Attchd,2005.0,RFn,-1,606,TA,TA,Y,163,218,9,-2,-7,-7,,,,2,17,2008,WD,Normal,340009
379,20,RL,97.0,11396,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,13,-6,2009,2011,Gable,CompShg,Wd Sdng,BrkFace,None,344.0,Gd,TA,CBlock,TA,TA,No,ALQ,1435,Unf,-10,417,1852,GasA,TA,Y,SBrkr,1863,7,-4,1850,-2,0,3,-6,-5,-4,Gd,11,Typ,5,Gd,Attchd,2011.0,,2,837,TA,TA,Y,113,-9,6,7,8,6,,,,-6,12,2011,WD,Normal,394435
380,60,RL,56.0,8120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,0,1999,2001,Gable,CompShg,HdBoard,Plywood,None,25.0,Ex,TA,PConc,Ex,TA,No,GLQ,3,Rec,0,978,980,GasA,Fa,Y,SBrkr,998,796,-7,1796,5,-9,6,-6,5,-1,Gd,11,Typ,-2,,,2001.0,RFn,0,459,TA,,Y,92,57,-8,6,9,-4,,,,-1,12,2010,WD,Abnorml,179007
381,50,RL,40.0,5007,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1923,1949,Hip,CompShg,MetalSd,BrkFace,BrkFace,4.0,TA,TA,CBlock,TA,TA,No,,225,Unf,1,815,1025,GasA,Ex,Y,SBrkr,1032,663,-6,1695,3,3,-8,5,-1,10,Gd,12,Typ,4,Gd,Attchd,1925.0,,-8,303,TA,TA,Y,-9,0,242,1,2,-6,,,,-1,7,2009,WD,Partial,127006
382,20,FV,51.0,7205,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1.5Fin,5,13,2005,2007,Gable,CompShg,HdBoard,HdBoard,None,-7.0,TA,TA,PConc,Gd,TA,No,Unf,2,LwQ,-1,1284,1299,GasA,Ex,Y,SBrkr,1303,0,2,1295,-7,-6,3,6,-8,-3,Ex,0,Min2,5,TA,Attchd,2007.0,Fin,1,571,TA,TA,Y,212,129,-2,-7,-1,7,,,,1,3,2005,WD,Normal,187759
383,60,RL,84.0,9238,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,4,2005,2007,Gable,CompShg,HdBoard,CmentBd,None,6.0,TA,TA,CBlock,TA,,Gd,Rec,-8,Unf,1,934,937,GasA,Ex,Y,SBrkr,930,852,-6,1798,-1,-2,-7,2,12,-2,Gd,3,Maj1,6,,Attchd,2005.0,RFn,11,643,TA,TA,Y,151,54,-7,-7,9,0,,,,2,11,2006,WD,Normal,213499
384,45,RH,66.0,9005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,4,1927,1949,Gable,CompShg,MetalSd,Wd Sdng,Stone,-8.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,8,Unf,0,778,792,GasA,TA,Y,SBrkr,779,-3,2,787,2,2,4,-10,9,-8,Gd,12,Typ,-4,,Attchd,1949.0,Unf,-1,369,TA,TA,Y,0,-4,81,-10,-7,-10,,,,2,14,2010,WD,Abnorml,75996
385,60,RL,,53108,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,8,1,1993,1991,Gable,CompShg,MetalSd,VinylSd,Stone,6.0,TA,TA,CBlock,Ex,TA,No,LwQ,983,LwQ,-1,602,1575,GasA,Gd,Y,SBrkr,1082,880,-3,1958,-6,6,3,-4,-2,4,TA,0,Typ,3,Fa,Attchd,1991.0,Unf,3,503,TA,TA,Y,222,239,-9,5,3,-6,,,,-1,7,2006,WD,Partial,239998
386,120,RL,51.0,3180,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,3,4,2003,2006,Gable,CompShg,Plywood,Plywood,None,6.0,Fa,TA,BrkTil,Gd,TA,No,GLQ,15,Unf,-4,1232,1249,GasA,Ex,Y,SBrkr,1277,-2,6,1263,5,4,2,-1,-8,2,TA,6,Typ,-8,,Attchd,2003.0,RFn,-8,438,Fa,TA,Y,139,27,-9,-1,141,-8,,,,-1,6,2009,WD,Normal,192006
387,50,RL,53.0,8418,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,-5,6,1909,1997,Gable,CompShg,HdBoard,VinylSd,BrkFace,-6.0,TA,TA,PConc,Ex,TA,No,Unf,-5,Unf,-6,662,655,GasA,Ex,Y,SBrkr,650,523,-7,1189,-5,3,6,-7,4,-6,TA,17,Typ,-5,,Attchd,,Fin,1,8,TA,TA,Y,-1,160,-5,-7,-3,-6,,,,2,12,2005,WD,Partial,81004
388,80,RL,72.0,7195,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Artery,Norm,1Fam,2Story,12,-1,1977,1977,Hip,Tar&Grv,Wd Sdng,ImStucc,BrkFace,253.0,Gd,TA,PConc,TA,Gd,No,BLQ,627,Unf,-5,416,1050,GasA,TA,Y,SBrkr,1129,-1,3,1123,0,-10,-2,2,6,3,TA,-3,Typ,6,,Attchd,1978.0,Unf,-2,360,TA,TA,Y,297,-10,-10,-3,-10,-6,,,,8,1,2010,WD,Normal,125001
389,20,RL,92.0,9391,Pave,,IR1,HLS,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,10,11,1998,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,116.0,Gd,Gd,PConc,TA,Gd,No,GLQ,-9,Unf,-9,1463,1470,GasA,Ex,Y,SBrkr,1477,3,-6,1470,-2,5,-2,6,3,-3,Ex,13,Typ,-1,,Detchd,1998.0,,9,577,TA,TA,N,123,15,-4,-8,0,-6,,,,2,5,2007,WD,Normal,190991
390,60,RL,104.0,12470,Pave,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,Duplex,1Story,18,4,2006,2007,Hip,CompShg,VinylSd,MetalSd,Stone,279.0,TA,TA,PConc,TA,TA,No,Unf,1289,Unf,-4,398,1674,GasA,TA,Y,SBrkr,1738,594,-6,2338,-9,1,-8,0,-7,-4,Gd,-1,Typ,-3,TA,Attchd,2009.0,RFn,0,849,TA,TA,Y,191,124,-3,-2,1,-9,,MnPrv,,-5,16,2007,WD,Partial,425994
391,50,RL,45.0,8403,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,12,17,1899,1949,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,3.0,Gd,TA,PConc,TA,TA,No,Unf,247,Unf,389,227,851,GasA,Gd,Y,SBrkr,963,404,0,1365,4,0,9,-9,11,0,TA,-2,Typ,-10,TA,Attchd,1979.0,RFn,2,376,TA,TA,Y,-7,133,119,-7,-6,-9,,GdPrv,,-3,5,2009,WD,Normal,118994
392,60,RL,72.0,12207,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,SLvl,8,3,2002,2003,Hip,CompShg,AsbShng,CmentBd,None,8.0,TA,TA,PConc,Gd,TA,Mn,Unf,685,Unf,-3,114,797,GasA,Ex,Y,SBrkr,796,1151,-4,1970,10,2,-3,1,-7,-1,Gd,4,Typ,-9,,Attchd,2002.0,Unf,-5,559,TA,TA,Y,125,187,-9,6,-4,2,,MnPrv,,4,-2,2008,WD,Normal,215003
393,20,RL,,8348,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,7,1960,1960,Mansard,CompShg,MetalSd,Plywood,BrkFace,3.0,Gd,TA,CBlock,Gd,TA,No,ALQ,-9,Unf,-7,6,-10,GasA,TA,Y,SBrkr,886,6,6,874,2,1,-9,8,-6,-6,TA,6,Typ,-9,,Detchd,1960.0,Unf,-6,292,TA,TA,Y,-6,-4,-2,-8,1,6,,,,1198,4,2008,New,Partial,106507
394,30,RL,,7446,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,11,-2,1942,1951,Gable,CompShg,VinylSd,Plywood,BrkCmn,-10.0,Gd,TA,BrkTil,Ex,,Gd,GLQ,274,Unf,-3,523,784,GasA,TA,Y,SBrkr,785,8,7,785,-1,-5,8,1,9,3,TA,-2,Typ,-1,Gd,Attchd,,Unf,1,8,TA,TA,Y,-3,8,-8,-1,-5,-3,,,Shed,1,-1,2007,WD,Normal,100009
395,50,RL,53.0,10143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,-5,13,1939,1951,Gable,WdShake,BrkFace,MetalSd,BrkFace,2.0,Gd,TA,PConc,Gd,TA,No,,-5,Unf,0,742,741,GasA,TA,Y,SBrkr,726,295,-3,1031,-10,-7,5,-4,3,3,TA,2,Typ,4,,Attchd,1941.0,RFn,-2,235,TA,TA,Y,4,48,-5,3,4,-3,,GdPrv,,-8,4,2006,WD,Normal,108995
396,20,RL,70.0,9576,Pave,,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,-3,10,1955,1957,Gable,CompShg,Wd Sdng,AsbShng,BrkFace,-4.0,TA,TA,PConc,Gd,TA,No,Unf,748,LwQ,-6,402,1153,GasA,Gd,Y,SBrkr,1140,8,3,1150,5,-10,1,6,4,-1,Gd,0,Typ,-1,,Attchd,1957.0,,4,595,TA,TA,N,44,-10,4,3,-6,3,,,,-10,11,2011,WD,Normal,129007
397,20,RL,69.0,7204,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Duplex,2Story,11,9,1973,1971,Gable,CompShg,VinylSd,MetalSd,BrkFace,5.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,-4,112,891,GasA,Ex,Y,SBrkr,903,5,7,895,4,2,-9,-6,6,-7,TA,5,Typ,2,,Attchd,1986.0,Fin,1,594,Po,TA,Y,208,8,-4,-3,-7,-4,,,,4,6,2008,WD,Normal,122998
398,60,RL,66.0,7594,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,-5,-5,1961,1961,Gable,CompShg,VinylSd,MetalSd,None,292.0,Gd,TA,PConc,TA,TA,Mn,GLQ,533,Unf,1,319,863,GasA,Ex,Y,SBrkr,885,931,4,1802,1,6,3,2,-6,10,TA,9,Typ,4,TA,Attchd,1961.0,Fin,2,262,TA,TA,Y,4,175,1,-2,-1,4,,,,0,12,2008,WD,Normal,169505
399,30,RM,51.0,8971,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,9,1919,1951,Gable,CompShg,VinylSd,VinylSd,None,-7.0,Gd,TA,PConc,TA,TA,Gd,GLQ,-8,Unf,3,959,968,GasA,Ex,Y,SBrkr,1071,2,-9,1076,-6,-6,-6,-8,9,-3,TA,1,Typ,-8,,Attchd,1919.0,Fin,-3,331,TA,TA,Y,-10,4,-9,-2,-5,-6,,,,-6,14,2006,WD,Normal,67008
400,60,FV,64.0,8129,Pave,,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.5Fin,10,6,2007,2008,Gable,CompShg,VinylSd,CmentBd,BrkFace,97.0,Gd,TA,BrkTil,TA,TA,No,Rec,818,Unf,-8,274,1100,GasA,Ex,Y,SBrkr,1117,436,4,1557,4,8,3,-6,0,9,TA,8,Maj1,-9,,Attchd,2006.0,Fin,8,431,TA,Fa,Y,-8,164,4,-7,-3,-8,,GdWo,,8,9,2008,WD,Normal,241003
401,120,RL,42.0,14970,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,3,14,1995,1997,Hip,CompShg,Wd Sdng,HdBoard,Stone,8.0,Gd,TA,CBlock,TA,TA,No,Unf,782,Unf,-9,471,1251,GasA,Ex,Y,SBrkr,1289,0,-10,1282,2,6,-4,-5,-5,-1,TA,7,Typ,6,Gd,Detchd,1997.0,Fin,7,493,Fa,TA,Y,115,28,-7,8,230,-3,,,,-8,11,2009,WD,Normal,245490
402,20,RL,61.0,8775,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,11,2006,2006,Hip,CompShg,VinylSd,Wd Sdng,BrkFace,5.0,Gd,TA,PConc,Ex,TA,Av,GLQ,19,,-2,1295,1317,GasA,Gd,Y,SBrkr,1315,6,-7,1317,1,0,-5,-1,6,-1,Gd,0,Typ,-9,Ex,Attchd,2006.0,Unf,-7,400,TA,TA,Y,-2,6,5,8,-4,-10,,MnPrv,,-2,-2,2007,WD,Normal,164988
403,30,RL,54.0,10205,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,1,14,1939,1996,Gable,CompShg,AsbShng,VinylSd,Stone,-6.0,Gd,TA,CBlock,Gd,TA,,Rec,-4,Unf,2,663,663,GasA,Ex,Y,SBrkr,680,-4,-7,665,-4,-9,-2,5,-4,9,Ex,-5,Typ,3,Fa,Attchd,1939.0,RFn,7,247,TA,TA,Y,167,-7,-9,8,-7,-1,,,,-9,-1,2007,WD,Partial,108001
404,60,RL,91.0,12084,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,1Fam,1Story,-2,5,1997,1997,Gable,CompShg,HdBoard,AsbShng,BrkFace,640.0,TA,TA,CBlock,Ex,TA,No,GLQ,-2,,1,1146,1149,GasA,TA,Y,SBrkr,1168,1100,9,2260,-10,8,1,10,0,1,Gd,3,Min2,9,TA,Attchd,1997.0,Unf,0,423,TA,TA,Y,138,128,-8,-7,-8,-10,,GdWo,,-6,6,2007,WD,Normal,257997
405,60,RL,,10367,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,-4,8,1994,1997,Hip,CompShg,Wd Sdng,VinylSd,BrkFace,5.0,Gd,TA,CBlock,Ex,TA,Gd,Rec,-1,Unf,2,808,811,GasA,Ex,Y,SBrkr,797,770,4,1572,8,-5,0,8,-7,-4,TA,2,Typ,2,Gd,Attchd,1996.0,Unf,4,366,TA,TA,Y,2,38,8,-7,-2,8,,,,-6,6,2008,WD,Normal,167993
406,20,RL,,9990,Pave,,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1975,1994,Gable,CompShg,VinylSd,HdBoard,None,-7.0,Ex,TA,BrkTil,Gd,TA,No,LwQ,1119,Unf,-6,165,1276,GasA,Ex,Y,SBrkr,1620,4,-6,1626,-3,9,-4,-4,12,-5,TA,16,Typ,10,,Detchd,1994.0,Unf,-1,499,TA,TA,Y,128,82,-1,1,-6,-8,,,,1,3,2010,WD,Abnorml,150000
407,50,RL,56.0,10487,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,2,12,1937,1951,Gable,CompShg,VinylSd,HdBoard,None,2.0,TA,TA,CBlock,TA,TA,Av,ALQ,-1,,-7,1060,1065,GasA,Ex,Y,SBrkr,1167,-8,468,1637,-4,6,-1,6,9,5,TA,-3,Typ,2,,Detchd,1937.0,Unf,4,241,Fa,TA,Y,-9,0,-7,1,4,-7,,,,8,-3,2007,WD,Normal,114998
408,70,RL,57.0,15574,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,15,13,1916,1977,Gable,CompShg,VinylSd,Wd Sdng,None,-5.0,TA,TA,PConc,Ex,TA,Av,GLQ,8,Unf,-4,843,844,GasA,Ex,N,SBrkr,832,834,1,1687,4,4,-1,3,8,8,Gd,2,Typ,3,,Attchd,1959.0,RFn,10,299,TA,TA,Y,-8,-4,165,9,-8,-8,,MnPrv,,-7,0,2009,WD,Partial,176997
409,60,RL,112.0,14147,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,RRAe,Norm,1Fam,1.5Fin,-3,0,2005,2005,Gable,CompShg,MetalSd,Plywood,None,350.0,TA,TA,BrkTil,Gd,TA,No,GLQ,-1,Unf,4,1060,1060,GasA,Ex,Y,SBrkr,1068,1099,9,2174,3,5,9,1,9,7,Gd,0,Typ,-4,Gd,Detchd,2007.0,Unf,0,943,TA,TA,Y,190,55,3,-3,-7,1,,,,-10,-2,2006,WD,Normal,279991
410,60,FV,88.0,10803,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,-2,8,2006,2009,Gable,CompShg,Wd Sdng,VinylSd,None,96.0,Gd,TA,CBlock,Gd,TA,No,LwQ,792,Unf,-3,241,1040,GasA,TA,N,SBrkr,1058,1021,6,2073,1,5,5,5,10,8,Gd,3,Typ,-8,TA,Detchd,2009.0,Unf,9,829,TA,TA,Y,9,97,-1,6,7,-1,,,,0,11,2009,WD,Normal,339756
411,20,RL,58.0,9572,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,12,1957,1957,Hip,CompShg,Plywood,VinylSd,None,-9.0,TA,TA,PConc,Gd,TA,No,ALQ,-8,Unf,-10,1284,1275,GasA,Ex,Y,SBrkr,1282,7,5,1281,-4,6,2,3,-3,8,TA,9,Typ,9,,Attchd,1959.0,Unf,-5,349,TA,TA,Y,-6,-10,-8,5,3,9,,GdWo,,-8,12,2010,WD,Normal,59991
412,190,RL,106.0,34644,Pave,,IR1,Bnk,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,1Story,-5,12,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,-4.0,Gd,TA,PConc,TA,TA,Mn,Unf,1047,Unf,8,-8,1050,GasA,Ex,N,SBrkr,1049,-2,-8,1063,3,-9,0,-9,9,7,Ex,14,Typ,5,Gd,Attchd,1956.0,RFn,8,572,TA,TA,Y,261,4,-3,9,6,4,,,,6,0,2005,WD,Normal,144999
413,20,FV,,4397,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,-2,2008,2010,Hip,CompShg,HdBoard,MetalSd,None,422.0,TA,Gd,PConc,TA,TA,No,BLQ,587,Unf,6,884,1470,GasA,Ex,Y,SBrkr,1470,-3,-1,1471,0,-5,1,-8,-5,-1,TA,8,Typ,-8,,Attchd,2008.0,Fin,4,476,TA,TA,Y,-10,148,7,-1,6,-5,,,,-1,-1,2009,WD,Abnorml,222005
414,30,RM,54.0,8960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,4,14,1926,1949,Gable,CompShg,VinylSd,HdBoard,None,-5.0,Gd,TA,PConc,Gd,TA,Av,ALQ,9,Unf,-7,1007,1015,GasA,Ex,Y,SBrkr,1035,-2,-7,1036,-5,-8,-1,-1,5,9,TA,-5,Typ,-4,TA,Attchd,1928.0,Unf,-3,368,TA,TA,Y,-7,-6,127,6,-1,5,,,,-4,4,2009,WD,Partial,114993
415,60,RL,60.0,11220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,14,9,1994,1992,Gambrel,CompShg,MetalSd,VinylSd,None,-10.0,Fa,TA,Slab,Ex,Gd,Av,Rec,48,Unf,540,490,1074,GasA,Ex,Y,SBrkr,1075,1011,-6,2090,9,-1,-5,4,-6,-8,Gd,4,Typ,1,Gd,Attchd,1994.0,Unf,-7,683,TA,TA,Y,201,178,3,-9,6,9,,MnPrv,,5,10,2007,WD,Normal,227994
416,20,RL,64.0,8892,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,12,7,2006,2006,Mansard,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,21,Unf,-7,1308,1345,GasA,TA,Y,SBrkr,1343,2,7,1348,-5,-7,3,-9,8,9,Gd,-2,Typ,8,TA,Attchd,2008.0,RFn,2,403,TA,,Y,97,32,3,4,-6,-5,,,,-3,16,2006,WD,Normal,181128
417,60,RL,79.0,7843,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,9,10,1979,1977,Gable,CompShg,VinylSd,VinylSd,None,199.0,TA,TA,CBlock,Gd,TA,No,ALQ,218,Unf,-10,453,671,GasA,Gd,Y,FuseP,681,737,-1,1398,-9,-1,-9,-9,-3,5,TA,1,Typ,-4,,Detchd,1979.0,Unf,9,434,TA,TA,Y,-2,-10,0,-3,-3,9,,,,9,7,2005,WD,Normal,149498
418,70,RL,87.0,22420,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,11,-4,1917,1951,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,7.0,Gd,TA,CBlock,,TA,No,LwQ,1133,Unf,4,235,1371,GasA,Ex,Y,SBrkr,1361,1260,-5,2621,3,9,6,7,10,-4,Gd,18,Typ,-9,,Attchd,1917.0,RFn,11,868,TA,TA,N,-1,8,9,-7,-1,7,,,Shed,2,13,2006,WD,Normal,239008
419,50,RL,63.0,8161,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,4,8,1939,1951,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,-9.0,Gd,TA,PConc,Gd,TA,Av,GLQ,311,Unf,2,446,753,GasA,Ex,Y,SBrkr,762,378,2,1129,-8,5,5,7,5,9,Gd,-3,Typ,9,Gd,Detchd,1941.0,Unf,-4,234,TA,TA,N,3,-5,0,-1,1,3,,,Shed,1,12,2008,WD,Normal,126002
420,20,RL,61.0,8440,Pave,,IR1,HLS,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,3,7,1969,1967,Gable,CompShg,Stucco,VinylSd,None,6.0,TA,TA,PConc,TA,TA,No,GLQ,782,Unf,8,273,1049,GasA,TA,Y,SBrkr,1063,-4,-10,1057,8,0,7,6,3,-2,Gd,10,Typ,3,TA,Detchd,1969.0,Fin,-5,313,TA,TA,Y,-8,75,189,-10,-6,-6,,MnPrv,,1,16,2011,New,Normal,142000
